agno,rbd,nombre_establecimiento,nombre_comuna,nombre_deprov,nombre_region,numero_region,dependencia,area_geografica,estado,latitud,longitud,alumnos_psu,psu_lenguaje,psu_matematica,psu_nem,alumnos_psu_lenguaje,alumnos_psu_matematica,alumnos_psu_nem
2008,1,LICEO POLITECNICO ARICA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48701531,-70.29450564,88,376,395,575,89,88,112
2008,4,LICEO OCTAVIO PALMA PEREZ,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47420668,-70.30826392,347,511,538,644,347,347,353
2008,5,JOVINA NARANJO FERNANDEZ,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47681892,-70.31337859,48,440,451,495,48,49,61
2008,7,L. POLI. ANTONIO VARAS DE LA BARRA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47597064,-70.28821040,118,403,406,563,120,118,139
2008,8,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48231969,-70.31761582,147,476,496,550,148,147,149
2008,15,LICEO ARTISTICO DR. JUAN NOE CREVANI,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.47209843,-70.30079524,25,435,465,537,25,25,26
2008,28,ESCUELA RICARDO SILVA ARRIAGADA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Urbano,Funcionando,-18.48505614,-70.29425417,37,404,390,456,38,37,42
2008,32,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,ARICA,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.51926404,-70.17873779,11,353,400,572,11,11,21
2008,45,COLEGIO ITALIANO SANTA ANA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.48297530,-70.31429675,62,545,554,591,62,62,64
2008,50,COLEGIO ADVENTISTA DE ARICA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.49332083,-70.27077136,26,470,498,550,26,26,26
2008,52,LICEO DOMINGO SANTA MARIA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.46852853,-70.30350503,293,471,487,535,293,293,300
2008,56,COLEGIO SAN MARCOS DE ARICA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.46710400,-70.30172348,71,526,560,590,71,71,71
2008,59,COLEGIO SAN JORGE,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Pagado,Urbano,Funcionando,-18.50215027,-70.24618206,24,524,571,588,24,24,24
2008,60,COLEGIO ALEMAN DE ARICA,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.49203409,-70.28068741,29,522,524,637,29,29,29
2008,67,ABRAHAM LINCOLN SCHOOL,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Subvencionado,Urbano,Funcionando,-18.48146053,-70.31511859,17,520,542,596,17,17,16
2008,69,JUNIOR COLLEGE,ARICA,Arica,DE ARICA Y PARINACOTA,15,Particular Pagado,Urbano,Funcionando,-18.46383140,-70.29136776,49,587,592,624,49,49,50
2008,72,LICEO  VALLE DE CODPA,CAMARONES,Arica,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.83290070,-69.74458363,3,355,347,555,3,3,4
2008,78,LICEO GRANADEROS,PUTRE,Parinacota,DE ARICA Y PARINACOTA,15,Municipal,Rural,Funcionando,-18.19582435,-69.56192860,17,404,375,435,17,49,50
2008,97,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.21967622,-70.15315448,86,423,420,539,87,86,94
2008,106,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,IQUIQUE,Iquique,DE TARAPAC?,1,Administracion Delegada,Rural,Funcionando,-20.29401349,-70.12724453,28,428,404,468,28,28,33
2008,107,LICEO LIBERT. GRAL.BERNARDO O?HIGGINS,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.21983547,-70.15229421,198,470,493,525,202,198,209
2008,108,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.22579486,-70.14872947,38,362,384,551,39,38,60
2008,109,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.21716334,-70.15332739,36,376,380,471,37,36,52
2008,120,LICEO COM.Y TEC.ARTURO PRAT CHACON,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.20961931,-70.14361465,5,417,359,458,5,5,5
2008,124,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,Iquique,DE TARAPAC?,1,Municipal,Urbano,Funcionando,-20.24201527,-70.13725574,78,420,422,529,80,78,118
2008,127,LICEO MARIA AUXILIADORA,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22258041,-70.14841871,57,570,574,578,57,57,57
2008,129,LICEO SUPERIOR GABRIELA MISTRAL,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22111977,-70.15209309,17,440,407,459,17,17,11
2008,130,COLEGIO NORTH COLLEGE,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22339436,-70.14414606,33,524,541,581,33,33,33
2008,131,LICEO PARTICULAR MIXTO ESCASCE,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22447015,-70.14820285,21,471,449,493,21,21,22
2008,132,LICEO ACADEMIA IQUIQUE,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.33293869,-70.13943265,240,560,560,609,240,240,248
2008,133,COLEGIO ADVENTISTA DE IQUIQUE,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22547746,-70.14890900,54,475,462,522,54,54,57
2008,134,LICEO ATENEA,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.21555748,-70.15433970,22,464,450,523,22,22,23
2008,144,COLEGIO IQUIQUE YOUNG SCHOOL,IQUIQUE,Iquique,DE TARAPAC?,1,Particular Subvencionado,Urbano,Funcionando,-20.22375382,-70.14305749,18,436,435,487,18,18,19
2008,161,LICEO DE HUARA,HUARA,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-19.99687623,-69.77263363,9,397,424,0,9,9,0
2008,191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,Tamarugal,DE TARAPAC?,1,Municipal,Rural,Funcionando,-20.25302606,-69.78499939,52,440,454,593,52,52,62
2008,199,LICEO DOMINGO LATRILLE LASTAUNOU,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.08858102,-70.19479052,138,398,423,545,138,138,159
2008,200,LICEO POLITECNICO DIEGO PORTALES P.,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.08060382,-70.19415374,11,439,440,539,11,11,14
2008,208,COLEGIO SAGRADA FAMILIA,TOCOPILLA,Antofagasta,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-22.09460395,-70.20492181,83,482,536,561,83,83,87
2008,211,LICEO  H.C. T.P.  MARIA ELENA,MAR?A ELENA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.34669407,-69.66711837,39,466,461,584,40,39,45
2008,217,LICEO LUIS CRUZ MARTINEZ,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.46343431,-68.92549726,272,542,569,505,273,272,271
2008,218,LICEO FRANCISCO DE AGUIRRE,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.45850419,-68.93104974,90,396,397,483,93,90,124
2008,219,LICEO POLITECNICO CESAREO AGUIRRE G.,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.46178823,-68.92152277,152,412,421,466,152,152,174
2008,220,LICEO MINERO AM?RICA,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-22.43793055,-68.92419894,118,445,459,545,120,118,131
2008,222,CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A,CALAMA,El Loa,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,0.00000000,0.00000000,83,387,391,470,85,83,110
2008,253,COLEGIO ADVENTISTA DE CALAMA,CALAMA,El Loa,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-22.46550360,-68.92655564,51,468,449,536,51,51,54
2008,254,FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA,CALAMA,El Loa,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-22.46208920,-68.92760717,51,511,518,538,51,51,52
2008,255,COLEGIO  EJERCITO DE SALVACION,CALAMA,El Loa,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-22.45990430,-68.93066026,26,467,491,514,26,26,28
2008,256,INSTITUTO OBISPO SILVA LEZAETA,CALAMA,El Loa,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-22.47694993,-68.92701620,85,508,551,521,85,85,84
2008,257,COLEGIO CHUQUICAMATA,CALAMA,El Loa,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-22.47759329,-68.91274566,123,584,610,593,123,123,123
2008,279,LICEO INDUSTRIAL EULOGIO GORDO MONEO,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-23.61371048,-70.38281893,110,396,412,512,111,110,157
2008,280,LICEO COMERCIAL JERARDO MUNOZ CAMPO,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-23.65262037,-70.39940372,178,462,456,536,180,178,230
2008,283,LICEO TECNICO DE ANTOFAGASTA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-23.65056834,-70.40162688,73,406,408,523,73,73,84
2008,284,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-23.65363642,-70.39889493,142,407,412,520,144,142,162
2008,285,LICEO MARTA NAREA DIAZ,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-23.65032073,-70.40104584,108,454,444,486,108,109,120
2008,286,LICEO LA PORTADA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-23.60879562,-70.38203233,39,376,372,534,39,39,74
2008,287,LICEO DOMINGO HERRERA RIVERA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-23.63090515,-70.38790048,236,506,498,530,237,236,248
2008,304,LICEO ANDRES SABELLA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-23.67502720,-70.41021236,124,493,506,601,124,124,125
2008,335,COLEGIO EVANGELICO JOSE LANCASTER,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-23.66112526,-70.38860167,15,405,394,459,15,16,19
2008,336,LICEO EXPERIMENTAL ARTISTICO-APLICACION,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-23.65569791,-70.40062273,101,520,495,533,101,101,101
2008,337,ESCUELA PARTICULAR SANTA TERESITA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-23.65057398,-70.39198031,38,596,620,628,38,38,38
2008,341,ESCUELA PARTICULAR ADVENTISTA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-23.64620556,-70.39571811,57,503,522,602,57,57,58
2008,342,COLEGIO INGLES SAN JOSE,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-23.66553350,-70.40051181,150,587,598,558,150,150,149
2008,344,COLEGIO SANTA EMILIA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-23.58943641,-70.37964428,79,528,523,576,79,79,80
2008,355,INS. CHILENO NORTEAMERICANO CULTURA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Pagado,Urbano,Funcionando,-23.66215158,-70.40199545,53,547,553,568,53,53,54
2008,357,COL. SAN LUIS,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Pagado,Urbano,Funcionando,-23.65145976,-70.39491114,81,620,645,610,81,81,81
2008,358,INS. SANTA MARIA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Pagado,Urbano,Funcionando,-23.65263339,-70.39495300,38,557,585,593,38,38,38
2008,361,COL. THE ANTOFAGASTA BRITISH SCHOOL,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Pagado,Urbano,Funcionando,-23.67718767,-70.40998061,50,670,681,671,50,50,50
2008,364,COL. ANTOFAGASTA,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Pagado,Urbano,Funcionando,-23.63777153,-70.39361914,57,498,510,503,57,57,58
2008,365,COLEGIO EAGLE SCHOOL,ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Subvencionado,Urbano,Funcionando,-23.64692172,-70.39240242,84,535,532,521,84,84,86
2008,366,HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA),ANTOFAGASTA,Antofagasta,DE ANTOFAGASTA,2,Particular Pagado,Urbano,Funcionando,-23.65395608,-70.39749640,93,638,652,614,93,93,92
2008,367,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,MEJILLONES,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-23.10523208,-70.44066808,40,429,423,570,40,40,50
2008,372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,TALTAL,Antofagasta,DE ANTOFAGASTA,2,Municipal,Urbano,Funcionando,-25.40233792,-70.47446423,16,406,358,587,16,16,18
